trial_id	trialacronym	phase	recruitmentstatus	recruitmentstate	approvaldate	actualstartdate	drug_list	drug_classes	combo_list	combo_classes	secondaryid	studytitle	healthcondition	postcode	ext_weblink
NCT05382286	ASCENT-04	Phase 3	Recruiting	WA, VIC, TAS, SA, NSW, QLD	16/05/2022		Carboplatin; Gemcitabine; Nab-paclitaxel; Paclitaxel; Pembrolizumab; Pembrolizumab + Sacituzumab Govitecan; Sacituzumab Govitecan	antimetabolite; platinum-based_antineoplastic_agent; gemcitabine; taxane; anti-Trop2_antibody-drug_conjugate; anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody + anti-Trop2_antibody-drug_conjugate	Pembrolizumab; Pembrolizumab + Sacituzumab Govitecan; Carboplatin; Gemcitabine; Nab-paclitaxel; Pembrolizumab + Sacituzumab Govitecan	anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody + anti-Trop2_antibody-drug_conjugate; anti-PD-1_monoclonal_antibody + anti-Trop2_antibody-drug_conjugate; antimetabolite; gemcitabine; platinum-based_antineoplastic_agent; taxane	2021-005742-14; KEYNOTE-D19; jRCT2041220123	A Randomized, Open-label, Phase 3 Study of Sacituzumab Govitecan and Pembrolizumab Versus Treatment of Physician's Choice and Pembrolizumab in Patients With Previously Untreated, Locally Advanced Inoperable or Metastatic Triple-Negative Breast Cancer, Whose Tumors Express PD-L1	Triple Negative Breast Cancer; PD-L1 Positive	2060 - North Sydney - Mater Hospital - North Sydney; 2065 - St Leonards - GenesisCare - North Shore; 2217 - Kogarah - Saint George Hospital - Australia; 2640 - Albury - Border Medical Oncology; 3050 - Parkville - Peter MacCallum Cancer Centre; 3084 - Melbourne - Austin Hospital; 3168 - Clayton - Monash Medical Centre; 4101 - South Brisbane - Mater Misericordiae Limited and Mater Research Limited; 4102 - Woolloongabba - Princess Alexandra Hospital; 5000 - Adelaide - Cancer Research SA (CRSA); 6009 - Nedlands - Breast Cancer Research Center - Western Australia; 7000 - Hobart - Icon Cancer Centre Hobart	https://clinicaltrials.gov/ct2/show/NCT05382286
NCT05382299	ASCENT-03	Phase 3	Recruiting	QLD, WA, SA, NSW, VIC, TAS	16/05/2022		Carboplatin; Gemcitabine; Nab-paclitaxel; Paclitaxel; Sacituzumab Govitecan	antimetabolite; platinum-based_antineoplastic_agent; gemcitabine; taxane; anti-Trop2_antibody-drug_conjugate	Sacituzumab Govitecan; Carboplatin; Gemcitabine; Nab-paclitaxel	anti-Trop2_antibody-drug_conjugate; antimetabolite; gemcitabine; platinum-based_antineoplastic_agent; taxane	2021-005743-79; DOH-27082022-7958; jRCT2041220122	A Randomized, Open-label, Phase 3 Study of Sacituzumab Govitecan Versus Treatment of Physician's Choice in Patients With Previously Untreated, Locally Advanced, Inoperable or Metastatic Triple-Negative Breast Cancer Whose Tumors Do Not Express PD-L1 or in Patients Previously Treated With Anti-PD-(L)1 Agents in the Early Setting Whose Tumors Do Express PD-L1	Triple Negative Breast Cancer; PD-L1 Negative	2060 - North Sydney - Mater Hospital - North Sydney; 2065 - St Leonards - GenesisCare - North Shore; 2217 - Kogarah - Saint George Hospital - Australia; 2640 - Albury - Border Medical Oncology; 3084 - Melbourne - Austin Hospital; 3168 - Clayton - Monash Medical Centre; 4101 - South Brisbane - Mater Misericordiae Limited and Mater Research Limited; 4102 - Woolloongabba - Princess Alexandra Hospital; 5000 - Adelaide - Cancer Research SA (CRSA); 6009 - Nedlands - Breast Cancer Research Center - Western Australia; 7000 - Hobart - Icon Cancer Centre Hobart	https://clinicaltrials.gov/ct2/show/NCT05382299
NCT05383079	AlphaBet	Phase 1/Phase 2	Recruiting	VIC	16/05/2022		Lu-177 vipivotide tetraxetan; Lu-177 vipivotide tetraxetan + Radium-223; Radium-223	177Lu-PSMA-radioconjugate; 177Lu-PSMA-radioconjugate + radium_223_radionucleotide; radium_223_radionucleotide	Lu-177 vipivotide tetraxetan + Radium-223; Lu-177 vipivotide tetraxetan + Radium-223	177Lu-PSMA-radioconjugate + radium_223_radionucleotide; 177Lu-PSMA-radioconjugate + radium_223_radionucleotide		Combination of Radium-223 and Lutetium-177 PSMA-I&amp;T in Men With Metastatic Castration-Resistant Prostate Cancer	Metastatic Castration-resistant Prostate Cancer; mCRPC; Prostate Cancer	3000 - Melbourne - Peter MacCallum Cancer Centre	https://clinicaltrials.gov/ct2/show/NCT05383079
NCT05383352	SIRACUSA	Phase 1	Recruiting	SA, VIC	16/05/2022		Fluorouracil; Fluorouracil + Liposomal Irinotecan; Irinotecan; Leucovorin; Liposomal Irinotecan	topoisomerase_inhibitor; folinic_acid; antimetabolite + topoisomerase_inhibitor; antimetabolite	Fluorouracil + Liposomal Irinotecan; Fluorouracil + Liposomal Irinotecan; Leucovorin	antimetabolite + topoisomerase_inhibitor; antimetabolite + topoisomerase_inhibitor; folinic_acid	2021-003264-26	A Phase I, Randomised, Open-Label, Single-Dose, Two-Treatment, Two-Way Crossover, Two-Stage Study to Evaluate the Bioequivalence of Onivyde (Irinotecan Liposome Injection) Manufactured at Two Different Sites Administered in Combination With Anti-Cancer Agents in Adult Participants With Metastatic Pancreatic Adenocarcinoma	Metastatic Pancreatic Adenocarcinoma	Bedford Park - Flinders Medical Centre; Frankston - Peninsula and Southeast Oncology - Frankston Private Hospital	https://clinicaltrials.gov/ct2/show/NCT05383352
NCT05384626	NCT05384626	Phase 1/Phase 2	Recruiting	VIC, NSW	17/05/2022		Lorlatinib	ROS1_inhibitor; ALK_inhibitor,third_generation	Lorlatinib	ALK_inhibitor,third_generation; ROS1_inhibitor		A Phase 1/2 Study of the Selective Anaplastic Lymphoma Kinase (ALK) Inhibitor NVL-655 in Patients With Advanced NSCLC and Other Solid Tumors (ALKOVE-1)	Locally Advanced Solid Tumor; Metastatic Solid Tumor	2065 - Saint Leonards - Royal North Shore Hospital; 3000 - Melbourne - Peter MacCallum Cancer Centre	https://clinicaltrials.gov/ct2/show/NCT05384626
NCT05388669	PALOMA-3	Phase 3	Recruiting	QLD, VIC, NSW, SA, WA	19/05/2022		Amivantamab; Amivantamab + Lazertinib; Amivantamab + Lazertinib + rHuPH20; Lazertinib; Osimertinib; rHuPH20	EGFR_inhibitor,third_generation + bispecific_c-Met_EGFR_monoclonal_antibody + recombinant_human_hyaluronidase; EGFR_inhibitor,third_generation + bispecific_c-Met_EGFR_monoclonal_antibody; EGFR_inhibitor,third_generation; bispecific_c-Met_EGFR_monoclonal_antibody; recombinant_human_hyaluronidase	Amivantamab + Lazertinib; Amivantamab + Lazertinib + rHuPH20; Amivantamab + Lazertinib; Amivantamab + Lazertinib + rHuPH20; Osimertinib	EGFR_inhibitor,third_generation + bispecific_c-Met_EGFR_monoclonal_antibody; EGFR_inhibitor,third_generation + bispecific_c-Met_EGFR_monoclonal_antibody + recombinant_human_hyaluronidase; EGFR_inhibitor,third_generation + bispecific_c-Met_EGFR_monoclonal_antibody; EGFR_inhibitor,third_generation + bispecific_c-Met_EGFR_monoclonal_antibody + recombinant_human_hyaluronidase	2022-000525-25; 61186372NSC3004	A Phase 3, Open-label, Randomized Study of Lazertinib With Subcutaneous Amivantamab Compared With Intravenous Amivantamab in Patients With EGFR-mutated Advanced or Metastatic Non-small Cell Lung Cancer After Progression on Osimertinib and Chemotherapy	Advanced or Metastatic Non-small Cell Lung Cancer	2050 - Camperdown - Chris O'Brien Lifehouse; 2145 - Westmead - Westmead Hospital; 3000 - Melbourne - Peter MacCallum Cancer Centre; 4102 - Woolloongabba - Princess Alexandra Hospital; 5000 - Adelaide - Cancer Research SA; 6150 - Murdoch - St John of God Hospital Murdoch	https://clinicaltrials.gov/ct2/show/NCT05388669
NCT05393791	ANZadapt	Phase 2	Recruiting	WA, NSW, SA, QLD	23/05/2022		Abiraterone; Abiraterone + Enzalutamide; Enzalutamide	CYP17A1_inhibitor + antiandrogen,nonsteroidal,second_generation; CYP17A1_inhibitor; antiandrogen,nonsteroidal,second_generation	Abiraterone + Enzalutamide; Abiraterone + Enzalutamide	CYP17A1_inhibitor + antiandrogen,nonsteroidal,second_generation; CYP17A1_inhibitor + antiandrogen,nonsteroidal,second_generation	ANZUP 2101	ANZadapt: Phase II Randomised Controlled Trial of Patient-specific Adaptive Versus Continuous Abiraterone or eNZalutamide in Metastatic Castration-resistant Prostate Cancer	Prostatic Neoplasms, Castration-Resistant	2050 - Camperdown - Chris O'Brien Lifehouse - (Not yet recruiting); 2065 - St Leonards - Genesis Care North Shore; 2076 - Wahroonga - Sydney Adventist Hospital - (Not yet recruiting); 2298 - Newcastle - Calvary Mater Newcastle; 2460 - Albury - Border Medical Oncology Research Unit / The Border Cancer Hospital; 4101 - South Brisbane - Mater Hospital Brisbane; 5000 - Adelaide - Royal Adelaide Hospital; 6150 - Murdoch - Fiona Stanly Hospital	https://clinicaltrials.gov/ct2/show/NCT05393791
NCT05399654	INCLINE-101	Phase 1/Phase 2	Recruiting	WA	26/05/2022		TAC-001	TLR9_agonist_antibody_conjugate	TAC-001	TLR9_agonist_antibody_conjugate		A Phase 1/2, Open Label, Dose Escalation and Expansion Study of TAC-001 in Patients With Select Advanced or Metastatic Solid Tumors	Advanced or Metastatic Solid Tumors	6009 - Nedlands - Clinical Site - (Active, not recruiting)	https://clinicaltrials.gov/ct2/show/NCT05399654
NCT05410145	NCT05410145	Phase 1	Recruiting	NSW, VIC	06/06/2022		D3S-001	KRAS_G12C_inhibitor	D3S-001	KRAS_G12C_inhibitor		A Phase 1, Open-label, Dose-escalation and Dose-expansion Study Evaluating the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Preliminary Efficacy of D3S-001 Monotherapy in Subjects With Advanced Solid Tumors With a KRAS p.G12C Mutation	KRAS P.G12C	2109 - Sydney - D3 Bio Investigative Site; 3144 - Malvern - D3 Bio Investigative Site	https://clinicaltrials.gov/ct2/show/NCT05410145
NCT05411133	NCT05411133	Phase 1	Recruiting	NSW, QLD	05/06/2022		ARB202	anti-CDH17/CD3_bispecific_T-cell_engager	ARB202	anti-CDH17/CD3_bispecific_T-cell_engager		A Phase 1, First-in-human Study of ARB202, Bispecific Antibody to CDH17 and CD3 in Advanced Gastrointestinal Malignancies	Gastrointestinal Cancer; Cholangiocarcinoma; Liver Cancer; Colorectal Adenocarcinoma; Pancreatic Cancer; Gastric Cancer	Adelaide - Southern Oncology Clinical Research Unit; Sydney - St George Private Hospital	https://clinicaltrials.gov/ct2/show/NCT05411133
NCT05415072	2021-003380-95	Phase 1/Phase 2	Recruiting	VIC, NSW	08/06/2022		DYP688; Tebentafusp	GNAQ/GNA11_inhibitor; anti-CD3/scFv_fusion_protein,gp100-targeting	Tebentafusp; DYP688	anti-CD3/scFv_fusion_protein,gp100-targeting; GNAQ/GNA11_inhibitor	2021-003380-95	A Phase I/II, Multi-center, Open Label Study of DYP688 in Patients With Metastatic Uveal Melanoma (MUM) and Other GNAQ/11 Mutant Melanomas	Metastatic Uveal Melanoma	2145 - Westmead - Novartis Investigative Site; 3000 - Melbourne - Novartis Investigative Site	https://clinicaltrials.gov/ct2/show/NCT05415072
NCT05417594	CERTIS1	Phase 1/Phase 2	Recruiting	VIC, NSW	09/06/2022		Temozolomide	alkylating_agent	Temozolomide	alkylating_agent	2021-006227-17	A Modular Phase I/IIa, Open-label, Multi-centre Study to Assess the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Preliminary Efficacy of Ascending Doses of AZD9574 as Monotherapy and in Combination With Anti-cancer Agents in Patients With Advanced Solid Malignancies (CERTIS1)	Advanced Solid Malignancies	2010 - Darlinghurst - Research Site - (Not yet recruiting); 2031 - Randwick - Research Site - (Not yet recruiting); 2050 - Camperdown - Research Site - (Not yet recruiting); 3000 - Melbourne - Research Site	https://clinicaltrials.gov/ct2/show/NCT05417594
NCT05419375	NCT05419375	Phase 2	Recruiting	VIC, NZ, NSW, WA	13/06/2022							Master Screening Study to Determine Biomarker Status and Potential Trial Eligibility for Patients With Malignant Tumors	Solid Tumors	1023 - Auckland - Auckland City Hospital, Cancer and Blood Research; 2065 - St Leonards - Northern Cancer Institute; 2145 - Westmead - Westmead Hospital; Medical Oncology and Pallative Care; 3000 - Melbourne - Peter MacCallum Cancer Centre; Medical Oncology; 6009 - Nedlands - One Clinical Research - (Completed)	https://clinicaltrials.gov/ct2/show/NCT05419375
NCT05419388	NCT05419388	Phase 1/Phase 2	Recruiting	WA, NSW, NZ, QLD	13/06/2022		RO7247669	bispecific_PD-1/LAG3_antibody	RO7247669	bispecific_PD-1/LAG3_antibody		A Randomized, Open-Label, Multicenter, Phase II Study of Multiple Doses of RO7247669 in Participants With Previously Untreated Unresectable or Metastatic Melanoma	Melanoma	1023 - Auckland - Auckland City Hospital, Cancer and Blood Research; 2060 - North Sydney - Melanoma Institute Australia - (Active, not recruiting); 2450 - Coffs Harbour - Coffs Harbour Health Campus; 4102 - Woolloongabba - Princess Alexandra Hospital; Cancer Trials Unit; 6002 - Wellington - Wellington Hospital; Regional Oncology Unit; 6009 - Nedlands - One Clinical Research	https://clinicaltrials.gov/ct2/show/NCT05419388
NCT05425862	REPAIR	Phase 1	Recruiting	VIC	15/06/2022		Pidnarulex; Pidnarulex + Talazoparib; Talazoparib	RNA_polymerase_I_transcription_inhibitor; PARP_inhibitor + RNA_polymerase_I_transcription_inhibitor; PARP_inhibitor	Pidnarulex + Talazoparib; Pidnarulex + Talazoparib	PARP_inhibitor + RNA_polymerase_I_transcription_inhibitor; PARP_inhibitor + RNA_polymerase_I_transcription_inhibitor		Phase 1 Trial of Pidnarulex and Talazoparib in Patients With Metastatic Castration Resistant Prostate Cancer	Metastatic Castration Resistant Prostate Cancer (mCRPC)	3000 - Melbourne - Peter MacCallum Cancer Centre	https://clinicaltrials.gov/ct2/show/NCT05425862
NCT05425940	STELLAR-303	Phase 3	Recruiting	VIC, NZ, NSW, SA	16/06/2022		Atezolizumab; Atezolizumab + XL092; Regorafenib; XL092	pan-FGFR_inhibitor; RET_inhibitor; anti-PD-L1_monoclonal_antibody; PDGFR_inhibitor; MET/VEGFR2/AXL/MER_inhibitor + anti-PD-L1_monoclonal_antibody; KIT_inhibitor,first_generation; VEGFR_inhibitor; MET/VEGFR2/AXL/MER_inhibitor	Atezolizumab + XL092; Regorafenib; Atezolizumab + XL092	KIT_inhibitor,first_generation; MET/VEGFR2/AXL/MER_inhibitor + anti-PD-L1_monoclonal_antibody; PDGFR_inhibitor; RET_inhibitor; VEGFR_inhibitor; pan-FGFR_inhibitor; MET/VEGFR2/AXL/MER_inhibitor + anti-PD-L1_monoclonal_antibody	2021-003243-21	A Randomized Open-Label Phase 3 Study of XL092 + Atezolizumab vs Regorafenib in Subjects With Metastatic Colorectal Cancer	Colorectal Cancer	1023 - Auckland - Exelixis Clinical Site #57; 2200 - Bankstown - Exelixis Clinical Site #53; 2444 - Port Macquarie - Exelixis Clinical Site #27; 2640 - Albury - Exelixis Clinical Site #83; 3002 - Melbourne - Exelixis Clinical Site #19; 3021 - Melbourne - Exelixis Clinical Site #23; 3204 - Hamilton - Exelixis Clinical Site #69; 5011 - Woodville South - Exelixis Clinical Site #64; 9016 - Dunedin - Exelixis Clinical Site #49	https://clinicaltrials.gov/ct2/show/NCT05425940
NCT05440786	J1S-MC-JP04	Phase 2	Recruiting	VIC, NSW	28/06/2022		Abemaciclib; Abemaciclib + Irinotecan + Temozolomide; Irinotecan; Irinotecan + Temozolomide; Temozolomide	alkylating_agent; topoisomerase_inhibitor; alkylating_agent + topoisomerase_inhibitor; CDK4/6_inhibitor + alkylating_agent + topoisomerase_inhibitor; CDK4/6_inhibitor	Abemaciclib + Irinotecan + Temozolomide; Irinotecan + Temozolomide; Abemaciclib + Irinotecan + Temozolomide; Irinotecan + Temozolomide	CDK4/6_inhibitor + alkylating_agent + topoisomerase_inhibitor; alkylating_agent + topoisomerase_inhibitor; CDK4/6_inhibitor + alkylating_agent + topoisomerase_inhibitor; alkylating_agent + topoisomerase_inhibitor	J1S-MC-JP04	A Randomized, Open-Label, Phase 2 Study Evaluating Abemaciclib in Combination With Irinotecan and Temozolomide in Participants With Relapsed or Refractory Ewing's Sarcoma	Sarcoma, Ewing; Neoplasm Metastasis	2050 - Camperdown - Chris O'Brien Lifehouse; 2145 - Westmead - The Children's Hospital at Westmead; 3000 - Melbourne - Peter MacCallum Cancer Centre; 3052 - Melbourne - Royal Children's Hospital	https://clinicaltrials.gov/ct2/show/NCT05440786
NCT05450692	LATIFY	Phase 3	Recruiting	WA, VIC, NSW, SA, QLD	06/07/2022		Ceralasertib; Ceralasertib + Durvalumab; Docetaxel; Durvalumab	ATR_inhibitor; anti-PD-L1_monoclonal_antibody; ATR_inhibitor + anti-PD-L1_monoclonal_antibody; taxane	Ceralasertib + Durvalumab; Docetaxel; Ceralasertib + Durvalumab	ATR_inhibitor + anti-PD-L1_monoclonal_antibody; taxane; ATR_inhibitor + anti-PD-L1_monoclonal_antibody	2022-000493-26	A Phase III, Open-label, Randomised, Multicentre Study of Ceralasertib Plus Durvalumab Versus Docetaxel in Patients With Advanced or Metastatic Non-Small Cell Lung Cancer Without Actionable Genomic Alterations, and Whose Disease Has Progressed On or After Prior Anti-PD-(L)1 Therapy and Platinum-based Chemotherapy: LATIFY	Advanced or Metastatic Non-Small Cell Lung Cancer	2500 - Wollongong - Research Site; 3355 - Wendouree - Research Site - (Not yet recruiting); 4101 - South Brisbane - Research Site; 5112 - Elizabeth Vale - Research Site; 6150 - Murdoch - Research Site	https://clinicaltrials.gov/ct2/show/NCT05450692
NCT05450744	IPAX-2	Phase 1	Recruiting	NZ, VIC, SA, QLD	06/07/2022		131I-IPA	radioiodine_conjugate	131I-IPA	radioiodine_conjugate		A Phase 1 Safety and Dose Finding Study of 131I -TLX101 Plus Standard of Care in Patients With Newly Diagnosed Glioblastoma	Neoplastic Disease; Glioblastoma; Glioblastoma Multiforme	Adelaide - Royal Adelaide Hospital; Auckland - Mercy Hospital; Gold Coast - Gold Coast University Hospital - (Not yet recruiting); Melbourne - Olivia Newton John Cancer Research Institute/Austin Health	https://clinicaltrials.gov/ct2/show/NCT05450744
NCT05458219	NCT05458219	Phase 1	Recruiting	QLD	11/07/2022		IBI343	anti-CLDN18.2_antibody-drug_conjuagate	IBI343	anti-CLDN18.2_antibody-drug_conjuagate		A Phase 1a/b, Multicenter, Open-label, First-in-human Study of IBI343 in Subjects With Locally Advanced Unresectable or Metastatic Solid Tumors	Locally Advanced Unresectable or Metastatic Solid Tumors	4217 - Benowa - Pindara Private Hospital	https://clinicaltrials.gov/ct2/show/NCT05458219
NCT05462236	NCT05462236	Phase 2	Recruiting	QLD	13/07/2022		Irinotecan; Irinotecan + Pembrolizumab; Pembrolizumab	topoisomerase_inhibitor; anti-PD-1_monoclonal_antibody + topoisomerase_inhibitor; anti-PD-1_monoclonal_antibody	Irinotecan + Pembrolizumab; Irinotecan + Pembrolizumab	anti-PD-1_monoclonal_antibody + topoisomerase_inhibitor; anti-PD-1_monoclonal_antibody + topoisomerase_inhibitor		A Phase II Open Label, Dose-finding run-in and Cohort Expansion Study to Evaluate the Safety, Tolerability and Effectiveness of AUM001 in Combination With Pembrolizumab or Irinotecan in Metastatic Colorectal Cancer	Metastatic Colorectal Cancer	4217 - Benowa - Pindara Private Hospital, Gold Coast Cancer Care	https://clinicaltrials.gov/ct2/show/NCT05462236
NCT05462717	NCT05462717	Phase 1	Recruiting	VIC	13/07/2022		RMC-6291	KRAS_G12C_inhibitor	RMC-6291	KRAS_G12C_inhibitor		Phase 1/1b, Multicenter, Open-Label, Dose Escalation and Dose Expansion Study of RMC-6291 Monotherapy in Subjects With Advanced KRASG12C Mutant Solid Tumors	Non-Small Cell Lung Cancer (NSCLC); Colorectal Cancer (CRC); Pancreatic Ductal Adenocarcinoma; Advanced Solid Tumor	3199 - Frankston - Peninsula &amp; South Eastern Haematology and Oncology Group	https://clinicaltrials.gov/ct2/show/NCT05462717
NCT05468697	MK-6482-024	Phase 1/Phase 2	Recruiting	NSW	18/07/2022		Belzutifan; Palbociclib; Thiotepa	alkylating_agent; CDK4/6_inhibitor; HIF2a_inhibitor	Palbociclib; Belzutifan; Thiotepa	CDK4/6_inhibitor; HIF2a_inhibitor; alkylating_agent	MK-6482-024; LITESPARK-024	A Multicenter, Open-label, Randomized, Phase 1/2 Study of Belzutifan in Combination With Palbociclib Versus Belzutifan Monotherapy in Participants With Advanced Renal Cell Carcinoma	Renal Cell Carcinoma	2109 - Macquarie University - Macquarie University-MQ Health Clinical Trials Unit ( Site 2001)	https://clinicaltrials.gov/ct2/show/NCT05468697
NCT05480865	Argonaut	Phase 1	Recruiting	VIC, SA, WA	27/07/2022		BBP-398; BBP-398 + Sotorasib; Sotorasib	SHP2_inhibitor; KRAS_G12C_inhibitor; KRAS_G12C_inhibitor + SHP2_inhibitor	BBP-398 + Sotorasib; BBP-398 + Sotorasib	KRAS_G12C_inhibitor + SHP2_inhibitor; KRAS_G12C_inhibitor + SHP2_inhibitor		A Phase 1 Study of the SHP2 Inhibitor BBP-398 (Formerly Known as IACS-15509) in Combination With the KRAS-G12C Inhibitor Sotorasib in Patients With Advanced Solid Tumors and a KRAS-G12C Mutation	Solid Tumor, Adult; Metastatic Solid Tumor; Metastatic NSCLC; Non Small Cell Lung Cancer	3199 - Frankston - Peninsula &amp; South Eastern Haematology and Oncology Group; 5000 - Adelaide - Cancer Research SA; 5042 - Adelaide - Southern Oncology Clinical Research Unit; 6008 - Subiaco - St John of God Subiaco Hospital; 6009 - Nedlands - One Clinical Research	https://clinicaltrials.gov/ct2/show/NCT05480865
NCT05487235	2021-006479-40	Phase 1	Recruiting	WA, NSW, SA, VIC, NZ	02/08/2022		Atezolizumab; Atezolizumab + RLY-1971; RLY-1971	SHP2_inhibitor; anti-PD-L1_monoclonal_antibody; SHP2_inhibitor + anti-PD-L1_monoclonal_antibody	Atezolizumab + RLY-1971; Atezolizumab + RLY-1971	SHP2_inhibitor + anti-PD-L1_monoclonal_antibody; SHP2_inhibitor + anti-PD-L1_monoclonal_antibody	2021-006479-40	A Phase Ib, Open-Label Study Evaluating the Safety, Pharmacokinetics, and Activity of GDC-1971 in Combination With Atezolizumab in Patients With Locally Advanced or Metastatic Solid Tumors	Advanced Solid Tumors; Metastatic Solid Tumors	1124 - Auckland - Auckland City Hospital; 2010 - Darlinghurst - St Vincent's Hospital Sydney; 3084 - Heidelberg - Austin Hospital; 3690 - Wodonga - Border Medical Oncology; 5042 - Bedford Park - Flinders Medical Centre; 6009 - Nedlands - One Clinical Research Perth	https://clinicaltrials.gov/ct2/show/NCT05487235
