trial_id	trialacronym	phase	recruitmentstatus	recruitmentstate	approvaldate	actualstartdate	actualenddate	drug_list	drug_classes	combo_list	combo_classes	secondaryid	studytitle	healthcondition	postcode	ext_weblink
NCT05763004	KEYNOTE-F49	Phase 1		VIC, WA	2023-03-10	2023-03-15		IOS1002; IOS1002 + Pembrolizumab; Pembrolizumab	anti-PD-1_monoclonal_antibody + fusion_protein,LILRB2/LILRB2/KIR3DL1-targeting; fusion_protein,LILRB2/LILRB2/KIR3DL1-targeting; anti-PD-1_monoclonal_antibody	IOS1002; IOS1002 + Pembrolizumab	anti-PD-1_monoclonal_antibody + fusion_protein,LILRB2/LILRB2/KIR3DL1-targeting; fusion_protein,LILRB2/LILRB2/KIR3DL1-targeting	KEYNOTE-F49 / MK-3475-F49  IOS-1002-201	A Phase 1a/1b, First-in-human, Open-label, Non-randomized, Multicenter, Dose Escalation and Cohort Expansion Study to Evaluate the Safety, Tolerability, Efficacy, Immunogenicity, Pharmacokinetics, and Pharmacodynamics of IOS 1002 Administered Alone and in Combination with Pembrolizumab, a PD-1 Monoclonal Antibody in Advanced Solid Tumors	Solid Tumor, Adult	- Melbourne; - Perth; - Clayton; - Heidelberg	https://clinicaltrials.gov/ct2/show/NCT05763004
NCT05774873	CIBI334A101	Phase 1		NSW	2023-03-20	2023-08-09		IBI334	bispecific_EGFR/B7H3_antibody	IBI334	bispecific_EGFR/B7H3_antibody	CIBI334A101	A Phase I/II Study of IBI334 in Subjects With Unresectable, Locally Advanced or Metastatic Solid Tumors	Solid Tumors	2145 - Waratah	https://clinicaltrials.gov/ct2/show/NCT05774873
NCT05775289	BO44178	Phase 2		NSW, SA, VIC	2023-03-20	2023-03-15		Carboplatin; Carboplatin + Pembrolizumab + Pemetrexed; Carboplatin + Pemetrexed + Tobemstomig; Paclitaxel; Pembrolizumab; Pemetrexed; Tobemstomig	antimetabolite; anti-PD-1_monoclonal_antibody; taxane; antimetabolite + bispecific_PD-1/LAG3_antibody + platinum-based_antineoplastic_agent; anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; bispecific_PD-1/LAG3_antibody; platinum-based_antineoplastic_agent	Carboplatin + Pembrolizumab + Pemetrexed; Carboplatin + Pemetrexed + Tobemstomig; Paclitaxel	anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; antimetabolite + bispecific_PD-1/LAG3_antibody + platinum-based_antineoplastic_agent; taxane	BO44178	A Phase II, Randomized, Multicenter, Double-Blind, Controlled Study of Tobemstomig Plus Platinum-Based Chemotherapy Versus Pembrolizumab Plus Platinum-Based Chemotherapy in Patients With Previously Untreated Locally Advanced or Metastatic Non-Small Cell Lung Cancer	Non-small Cell Lung Cancer	3168 - Melbourne; 2145 - Westmead; 3220 - Geelong; 5112 - Adelaide	https://clinicaltrials.gov/ct2/show/NCT05775289
NCT05785754	DCSZ11-101	Phase 1		NSW, QLD, SA, VIC, WA	2023-03-27	2023-06-28		DCSZ11; DCSZ11 + Pembrolizumab; Doxorubicin; Pembrolizumab; Tebentafusp	anthracycline; anti-PD-1_monoclonal_antibody; anti-CD93_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-CD93_monoclonal_antibody; doxorubicin; bispecfic_T-cell_engager,gp100-targeting	DCSZ11; DCSZ11 + Pembrolizumab; Pembrolizumab; Doxorubicin; Tebentafusp	anti-CD93_monoclonal_antibody; anti-CD93_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody; anthracycline; bispecfic_T-cell_engager,gp100-targeting; doxorubicin	DCSZ11-101	A Phase 1, Multicenter, Open-Label, Dose Escalation and Expansion Study to Assess Safety, Tolerability, Pharmacokinetics, Pharmacodynamics of DCSZ11 as a Monotherapy and in Combination in Patients With Advanced or Metastatic Solid Tumors	Advanced or Metastatic Solid Tumors	6009 - Nedlands; NSW2170 - Liverpool; 4556 - Buderim; 3144 - Malvern; 3168 - Clayton; 2031 - Randwick; - Wahroonga; 2010 - Sydney; QLD4810 - Douglas; QLD4101 - South Brisbane; 5011 - Woodville South; 5042 - Bedford Park	https://clinicaltrials.gov/ct2/show/NCT05785754
NCT05785767	2022-501483-18-00--R3767-ONC-2235	Phase 2		NSW, VIC	2023-03-27	2023-06-30		Cemiplimab; Cemiplimab + Fianlimab; Fianlimab; Placebo	placebo; anti-LAG3_monoclonal_antibody; anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody	Cemiplimab; Cemiplimab + Fianlimab; Placebo	anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody; placebo	2022-501483-18-00  R3767-ONC-2235	A Randomized, Double-Blind Phase 2/3 Study of Fianlimab (Anti-LAG-3 Antibody) in Combination With Cemiplimab (Anti-PD-1 Antibody) Versus Cemiplimab Monotherapy in First-Line Treatment of Patients With Advanced Non-Small Cell Lung Cancer (NSCLC) With Tumors Expressing PD-L1 =50%	Advanced Non-Small Cell Lung Cancer	2650 - Wagga Wagga; 3350 - Ballarat; 2109 - Macquarie Park; 2500 - Wollongong; 3550 - Bendigo	https://clinicaltrials.gov/ct2/show/NCT05785767
NCT05789082	Krascendo-170	Phase 1		NSW, VIC	2023-03-29	2023-06-20		Carboplatin; Carboplatin + Cisplatin + Divarasib + Pembrolizumab + Pemetrexed; Cisplatin; Divarasib; Divarasib + Pembrolizumab; Pembrolizumab; Pemetrexed	antimetabolite; anti-PD-1_monoclonal_antibody; KRAS_G12C_inhibitor + anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; KRAS_G12C_inhibitor; platinum-based_antineoplastic_agent; KRAS_G12C_inhibitor + anti-PD-1_monoclonal_antibody	Carboplatin + Cisplatin + Divarasib + Pembrolizumab + Pemetrexed; Divarasib + Pembrolizumab	KRAS_G12C_inhibitor + anti-PD-1_monoclonal_antibody; KRAS_G12C_inhibitor + anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent	2022-003048-28  BO44426	A Phase Ib/II, Open-Label, Multicenter Study Evaluating the Safety, Activity, and Pharmacokinetics of Divarasib in Combination With Other Anti-Cancer Therapies in Patients With Previously Untreated Advanced Or Metastatic Non-Small Cell Lung Cancer With a KRAS G12C Mutation	Non-Small Cell Lung Cancer	2139 - Concord; 3000 - Melbourne; 3004 - Melbourne	https://clinicaltrials.gov/ct2/show/NCT05789082
NCT05797168	FONTANA	Phase 1		NSW, VIC	2023-04-04	2023-06-05		AZD5335; AZD5335 + Bevacizumab; AZD5335 + Bevacizumab + Carboplatin; AZD5335 + Saruparib; Bevacizumab; Carboplatin; Saruparib	PARP1-selective_inhibitor; anti-FR-alpha_antibody-drug_conjugate; PARP1-selective_inhibitor + anti-FR-alpha_antibody-drug_conjugate; anti-FR-alpha_antibody-drug_conjugate + anti-VEGF_monoclonal_antibody + platinum-based_antineoplastic_agent; platinum-based_antineoplastic_agent; anti-VEGF_monoclonal_antibody; anti-FR-alpha_antibody-drug_conjugate + anti-VEGF_monoclonal_antibody	AZD5335; AZD5335 + Bevacizumab; AZD5335 + Bevacizumab + Carboplatin; AZD5335 + Saruparib	PARP1-selective_inhibitor + anti-FR-alpha_antibody-drug_conjugate; anti-FR-alpha_antibody-drug_conjugate; anti-FR-alpha_antibody-drug_conjugate + anti-VEGF_monoclonal_antibody; anti-FR-alpha_antibody-drug_conjugate + anti-VEGF_monoclonal_antibody + platinum-based_antineoplastic_agent	2022-502576-23-00  D8990C00001	A Modular Phase I/IIa, Open-label Study to Assess the Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of Ascending Doses of AZD5335 Monotherapy and in Combination With Anti-cancer Agents in Participants With Solid Tumors	Ovarian Cancer; Lung Adenocarcinoma	2170 - Liverpool; 3000 - Melbourne	https://clinicaltrials.gov/ct2/show/NCT05797168
NCT05800015	2022-501577-40-00--R3767-ONC-2236	Phase 2		NSW, VIC, WA	2023-04-05	2023-08-08		Carboplatin; Cemiplimab; Cemiplimab + Fianlimab; Cisplatin; Fianlimab; Paclitaxel; Pemetrexed; Placebo	placebo; anti-LAG3_monoclonal_antibody; antimetabolite; anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody; taxane; platinum-based_antineoplastic_agent	Cemiplimab; Cemiplimab + Fianlimab; Carboplatin; Cisplatin; Paclitaxel; Pemetrexed; Placebo	anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody; antimetabolite; placebo; platinum-based_antineoplastic_agent; taxane	2022-501577-40-00  R3767-ONC-2236	A Randomized, Double-Blind Phase 2/3 Study of Fianlimab (Anti-LAG-3 Antibody), Cemiplimab (Anti-PD-1 Antibody), and Chemotherapy Versus Cemiplimab and Chemotherapy in First-Line Treatment of Patients With Advanced Non-Small Cell Lung Cancer (NSCLC) Irrespective of PD-L1 Expression Levels	Non-small Cell Lung Cancer	3065 - Fitzroy; 6150 - Murdoch; 3550 - Bendigo; 3350 - Ballarat; 2109 - Macquarie Park; 2500 - Wollongong	https://clinicaltrials.gov/ct2/show/NCT05800015
NCT05800665	2023-504013-68-00--GO44537	Phase 1	_COHORTS_FULL	NSW, VIC	2023-04-05	2023-05-02		RO-7656594	unknown_drug_class; AR_PROTAC_degrader	RO-7656594	AR_PROTAC_degrader; unknown_drug_class	2023-504013-68-00  GO44537	A Phase 1, Open-Label, Multicenter, Dose-Escalation and Expansion Study Evaluating the Safety, Pharmacokinetics, and Activity of RO7656594 in Patients With Advanced or Metastatic Prostate Cancer	Advanced Prostate Cancer; Metastatic Prostate Cancer	2010 - Darlinghurst; 3084 - Heidelberg; 2162 - New South Wales; 3168 - Clayton	https://clinicaltrials.gov/ct2/show/NCT05800665
NCT05800964	2022-502867-39--20220073	Phase 1		NSW, VIC	2023-04-06	2023-06-13		AMG 305	bispecific_T-cell_engager,MSLN-targeting	AMG 305	bispecific_T-cell_engager,MSLN-targeting	2022-502867-39  20220073	Phase 1 First-In-Human Study to Explore the Safety, Tolerability, and Pharmacokinetics of AMG 305 in Subjects With Advanced Solid Tumors	Advanced Solid Tumors	3000 - Melbourne; 2050 - Camperdown	https://clinicaltrials.gov/ct2/show/NCT05800964
NCT05805501	BO43936	Phase 2	_PAUSED	QLD	2023-04-10	2023-04-21		Axitinib; Axitinib + Pembrolizumab; Axitinib + Tiragolumab + Tobemstomig; Axitinib + Tobemstomig; Pembrolizumab; Tiragolumab; Tobemstomig	VEGFR/PDGFR_inhibitor + anti-PD-1_monoclonal_antibody; KIT_inhibitor,ATP-competitive; anti-TIGIT_monoclonal_antibody; bispecific_PD-1/LAG3_antibody; KIT_inhibitor,ATP-competitive + bispecific_PD-1/LAG3_antibody; KIT_inhibitor,ATP-competitive + anti-TIGIT_monoclonal_antibody + bispecific_PD-1/LAG3_antibody; VEGFR/PDGFR_inhibitor + anti-TIGIT_monoclonal_antibody + bispecific_PD-1/LAG3_antibody; anti-PD-1_monoclonal_antibody; VEGFR/PDGFR_inhibitor + bispecific_PD-1/LAG3_antibody; VEGFR/PDGFR_inhibitor; KIT_inhibitor,ATP-competitive + anti-PD-1_monoclonal_antibody	Axitinib + Pembrolizumab; Axitinib + Tiragolumab + Tobemstomig; Axitinib + Tobemstomig	KIT_inhibitor,ATP-competitive + anti-PD-1_monoclonal_antibody; KIT_inhibitor,ATP-competitive + anti-TIGIT_monoclonal_antibody + bispecific_PD-1/LAG3_antibody; KIT_inhibitor,ATP-competitive + bispecific_PD-1/LAG3_antibody; VEGFR/PDGFR_inhibitor + anti-PD-1_monoclonal_antibody; VEGFR/PDGFR_inhibitor + anti-TIGIT_monoclonal_antibody + bispecific_PD-1/LAG3_antibody; VEGFR/PDGFR_inhibitor + bispecific_PD-1/LAG3_antibody	BO43936	A Randomized Open Label Phase II Study of Immune Checkpoint Inhibitor Combinations With Axitinib in Patients With Previously Untreated Locally Advanced Unresectable or Metastatic Renal Cell Carcinoma	Renal Cell Carcinoma	4575 - Birtinya	https://clinicaltrials.gov/ct2/show/NCT05805501
NCT05807035	CAN001	Phase 1		SA	2023-04-10	2023-02-10		Radvax	autologous_anticancer_vaccine	Radvax	autologous_anticancer_vaccine	CAN001	A Phase I Trial of Autologous Tumour Vaccine for Advanced Solid Cancers	Solid Tumor	5046 - Adelaide	https://clinicaltrials.gov/ct2/show/NCT05807035
NCT05816252	MK-2870-003--SKB264-II-04	Phase 2			2023-04-18	2023-04-19		Carboplatin; Carboplatin + Pembrolizumab + Sacituzumab tirumotecan; Carboplatin + Sacituzumab tirumotecan; Osimertinib; Osimertinib + Sacituzumab tirumotecan; Pembrolizumab; Pembrolizumab + Sacituzumab tirumotecan; Sacituzumab tirumotecan	anti-Trop2_antibody-drug_conjugate; anti-Trop2_antibody-drug_conjugate + platinum-based_antineoplastic_agent; anti-PD-1_monoclonal_antibody + anti-Trop2_antibody-drug_conjugate + platinum-based_antineoplastic_agent; anti-PD-1_monoclonal_antibody; EGFR_inhibitor,third_generation + anti-Trop2_antibody-drug_conjugate; anti-PD-1_monoclonal_antibody + anti-Trop2_antibody-drug_conjugate; platinum-based_antineoplastic_agent; EGFR_inhibitor,third_generation	Carboplatin + Pembrolizumab + Sacituzumab tirumotecan; Carboplatin + Sacituzumab tirumotecan; Osimertinib + Sacituzumab tirumotecan; Pembrolizumab + Sacituzumab tirumotecan; Sacituzumab tirumotecan	EGFR_inhibitor,third_generation + anti-Trop2_antibody-drug_conjugate; anti-PD-1_monoclonal_antibody + anti-Trop2_antibody-drug_conjugate; anti-PD-1_monoclonal_antibody + anti-Trop2_antibody-drug_conjugate + platinum-based_antineoplastic_agent; anti-Trop2_antibody-drug_conjugate; anti-Trop2_antibody-drug_conjugate + platinum-based_antineoplastic_agent	MK-2870-003  SKB264-II-04	A Phase II Study of SKB264 as Monotherapy or as Combination Therapy in Subjects With Advanced or Metastatic Non-small Cell Lung Cancer	Non-small Cell Lung Cancer		https://clinicaltrials.gov/ct2/show/NCT05816252
NCT05818683	78278343PCR1003--CR109321	Phase 1		NSW, QLD, SA, VIC	2023-04-19	2023-04-26		Abiraterone; Abiraterone + Apalutamide + Cabazitaxel + Cetrelimab + Darolutamide + Docetaxel + Enzalutamide + JNJ-78278343 + Prednisone; Apalutamide; Cabazitaxel; Cetrelimab; Darolutamide; Docetaxel; Enzalutamide; JNJ-78278343; Prednisone	bispecific_T-cell_engager,KLK2-targeting; CYP17A1_inhibitor + anti-PD-1_monoclonal_antibody + antiandrogen,nonsteroidal,second_generation + bispecific_T-cell_engager,KLK2-targeting + glucocorticoid + taxane; antiandrogen,nonsteroidal,second_generation; CYP17A1_inhibitor; anti-PD-1_monoclonal_antibody; taxane; glucocorticoid	Abiraterone + Apalutamide + Cabazitaxel + Cetrelimab + Darolutamide + Docetaxel + Enzalutamide + JNJ-78278343 + Prednisone	CYP17A1_inhibitor + anti-PD-1_monoclonal_antibody + antiandrogen,nonsteroidal,second_generation + bispecific_T-cell_engager,KLK2-targeting + glucocorticoid + taxane	78278343PCR1003  CR109321	A Phase 1b Study of JNJ-78278343, a T-cell Redirecting Agent Targeting Human Kallikrein 2 (KLK2), in Combination With Either JNJ-63723283 (Cetrelimab), Taxane Chemotherapy, or Androgen Receptor Pathway Inhibitors for Metastatic Prostate Cancer	Metastatic Castration-resistant Prostate Neoplasms	3000 - Melbourne; 5037 - Kurralta Park; 2109 - Macquarie University; 4102 - Woolloongabba	https://clinicaltrials.gov/ct2/show/NCT05818683
NCT05828303	CA127-1027	Phase 1		NSW	2023-04-25			Metformin; Metformin + Repotrectinib; Repotrectinib	biguanide_antihyperglycaemic_agent; TRK_inhibitor,second_generation + biguanide_antihyperglycaemic_agent; TRK_inhibitor,second_generation; ALK_inhibitor,third_generation; ROS1_inhibitor; ALK_inhibitor,third_generation + biguanide_antihyperglycaemic_agent; ROS1_inhibitor + biguanide_antihyperglycaemic_agent	Metformin + Repotrectinib	ALK_inhibitor,third_generation + biguanide_antihyperglycaemic_agent; ROS1_inhibitor + biguanide_antihyperglycaemic_agent; TRK_inhibitor,second_generation + biguanide_antihyperglycaemic_agent	CA127-1027	A Phase 1, Open-Label, Fixed-Sequence Study to Evaluate the Potential Drug Interactions Between Repotrectinib and Metformin, Digoxin, and Rosuvastatin in Patients With Advanced Solid Tumors Harboring ROS1 or NTRK1-3 Rearrangements	Advanced Solid Tumor; Metastatic Solid Tumor	2145 - Westmead	https://clinicaltrials.gov/ct2/show/NCT05828303
NCT05840211	ASCENT-07	Phase 3		MENSW, NSW, QLD, SA, TAS, VIC, WA	2023-05-03	2023-05-08		Capecitabine; Nab-paclitaxel; Paclitaxel; Sacituzumab Govitecan	anti-Trop2_antibody-drug_conjugate; fluoropyrimidine; taxane	Sacituzumab Govitecan; Capecitabine; Nab-paclitaxel	anti-Trop2_antibody-drug_conjugate; fluoropyrimidine; taxane	2022-502593-17-00  GS-US-598-6168	A Randomized, Open-label, Phase 3 Study of Sacituzumab Govitecan Versus Treatment of Physician's Choice in Patients With Hormone Receptor-Positive (HR+)/Human Epidermal Growth Factor Receptor 2 Negative (HER2-) (HER2 IHC0 or HER2-low [IHC 1+, IHC 2+/ISH-]) Inoperable, Locally Advanced, or Metastatic Breast Cancer and Have Received Endocrine Therapy	Locally Advanced or Unresectable Metastatic Breast Cancer; Stage IV Breast Cancer	5042 - Bedford Park; 2170 - Liverpool; 3021 - St Albans; 2010 - Darlinghurst; 4029 - Queensland; 3084 - Melbourne; 2065 - St Leonards; 7000 - Hobart; 6009 - Nedlands; 4066 - Auchenflower	https://clinicaltrials.gov/ct2/show/NCT05840211
NCT05845814	MK-3475-04B--3475-04B	Phase 1		QLD, VIC	2023-05-06	2023-06-23		Enfortumab Vedotin; Favezelimab; Favezelimab + Pembrolizumab; Pembrolizumab; Pembrolizumab + Vibostolimab; Vibostolimab	anti-LAG3_monoclonal_antibody; anti-NECTIN4_antibody-drug_conjugate; anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-TIGIT_monoclonal_antibody; anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody	Favezelimab + Pembrolizumab; Pembrolizumab; Pembrolizumab + Vibostolimab; Enfortumab Vedotin	anti-LAG3_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody; anti-NECTIN4_antibody-drug_conjugate	MK-3475-04B  3475-04B	A Phase 1/2 Randomized, Umbrella Study to Evaluate the Safety and Efficacy of Pembrolizumab Plus Enfortumab Vedotin (EV) in Combination With Investigational Agents Versus Pembrolizumab Plus EV, as First-Line Treatment for Participants With Advanced Urothelial Carcinoma (KEYMAKER-U04): Substudy 04B	Metastatic Urothelial Carcinoma; Urothelial Neoplasms	4029 - Brisbane; 3084 - Heidelberg	https://clinicaltrials.gov/ct2/show/NCT05845814
NCT05848011	CP-MGD019-02	Phase 2		NSW, VIC	2023-05-08	2023-09-28		Docetaxel; Docetaxel + Lorigerlimab + Prednisone; Lorigerlimab; Prednisone	bispecific_PD-1×CTLA4_dual-affinity_responsive_target_molecule + glucocorticoid + taxane; glucocorticoid; bispecific_PD-1×CTLA4_dual-affinity_responsive_target_molecule; taxane	Docetaxel + Lorigerlimab + Prednisone	bispecific_PD-1×CTLA4_dual-affinity_responsive_target_molecule + glucocorticoid + taxane	CP-MGD019-02	A Phase 2, Randomized, Open-Label, Study of Lorigerlimab With Docetaxel or Docetaxel Alone in Participants With Metastatic Castration-Resistant Prostate Cancer	Immunotherapy; Hormone Refractory Prostatic Cancer; Androgen-Independent Prostatic Cancer; Androgen-Resistant Prostatic Cancer; Androgen-Independent Prostatic Neoplasms; Inhibitory Checkpoint Molecule; Androgen-Insensitive Prostatic Cance; Prostate Cancer Recurrent; Immune Checkpoint Inhibitor	- Concord; - St Leonards; - Westmead; - North Melbourne	https://clinicaltrials.gov/ct2/show/NCT05848011
NCT05852691	CO44194	Phase 2	_PAUSED	NSW, VIC	2023-05-10	2023-07-18		Nab-paclitaxel; Nab-paclitaxel + Pembrolizumab; Nab-paclitaxel + Tobemstomig; Pembrolizumab; RO7247669; Tobemstomig	bispecific_PD-1/LAG3_antibody + taxane; bispecific_PD-1/LAG3_antibody; anti-PD-1_monoclonal_antibody + taxane; anti-PD-1_monoclonal_antibody; taxane	Nab-paclitaxel + Pembrolizumab; Nab-paclitaxel + Tobemstomig; RO7247669	anti-PD-1_monoclonal_antibody + taxane; bispecific_PD-1/LAG3_antibody + taxane	CO44194	A Phase II, Multicenter, Randomized, Double-Blind Study of Tobemstomig/RO7247669 Combined With Nab-Paclitaxel Compared With Pembrolizumab Combined With Nab-Paclitaxel in Participants With Previously Untreated, PD-L1-Positive, Locally-Advanced Unresectable or Metastatic Triple-Negative Breast Cancer	Breast Cancer	- St Albans	https://clinicaltrials.gov/ct2/show/NCT05852691
NCT05858164	2024-510998-26-00--22231	Phase 1		NSW, QLD	2023-05-15	2023-08-07		BAY2862789	DGK-alpha_inhibitor	BAY2862789	DGK-alpha_inhibitor	2024-510998-26-00  22231	An Open-label, Phase 1, First-in-human, Dose Escalation Study to Evaluate the Safety, Tolerability, Maximum Tolerated or Administered Dose, Pharmacokinetics, Pharmacodynamics, and Tumor Response Profile of the Diacylglycerol Kinase Alpha Inhibitor (DGKai) BAY 2862789 in Participants With Advanced Solid Tumors	Non-small Cell Lung Cancer; Advanced Solid Tumors	4102 - QLD; 2010 - Darlinghurst	https://clinicaltrials.gov/ct2/show/NCT05858164
NCT05858736	PRESERVE-009	Phase 1		NSW, QLD, SA	2023-05-15	2023-07-11		AI-025; ONC392	anti-PD-1_monoclonal_antibody; anti-CTLA4_monoclonal_antibody	AI-025; ONC392	anti-CTLA4_monoclonal_antibody; anti-PD-1_monoclonal_antibody	AI-061-AU-01	Safety, Pharmacokinetics (PK) and Efficacy of AI-061, A 1:1 Co-formulation of AI-025 (Anti-PD-1) and ONC-392 (Anti-CTLA-4) Antibodies in Advanced Solid Tumors: An Open-Label Phase 1 Study	Primary Peritoneal Carcinoma; Fallopian Tube Cancer; Head and Neck Squamous Cell Carcinoma; Renal Cell Carcinoma; High Grade Serous Adenocarcinoma of Ovary; Bile Duct Cancer; Endometrial Cancer; Non Small Cell Lung Cancer; Colorectal Cancer; Bladder Cancer; Gastroesophageal-junction Cancer; Esophageal Cancer; Hepatocellular Carcinoma; Melanoma; Gastric Cancer; Cervical Cancer; Anal Cancer	4120 - Southport; 4006 - Brisbane; 5042 - Bedford Park; 2010 - Darlinghurst; 5000 - Adelaide	https://clinicaltrials.gov/ct2/show/NCT05858736
NCT05867121	2022-502615-11-00--GO44010	Phase 1		NSW, NZ, SA	2023-05-19	2023-10-02		Atezolizumab; Atezolizumab + Gemcitabine + Nab-paclitaxel + RO7496353; Atezolizumab + RO7496353; Capecitabine; Capecitabine + Nivolumab + Oxaliplatin + RO7496353 + Tegafur-gimeracil-oteracil potassium; Gemcitabine; Nab-paclitaxel; Nivolumab; Oxaliplatin; RO7496353; Tegafur-gimeracil-oteracil potassium	antimetabolite; anti-PD-L1_monoclonal_antibody + anti-TGF-beta_monoclonal_antibody + antimetabolite + taxane; fluoropyrimidine; anti-PD-L1_monoclonal_antibody; gemcitabine; anti-PD-1_monoclonal_antibody + anti-TGF-beta_monoclonal_antibody + antimetabolite + fluoropyrimidine + platinum-based_antineoplastic_agent; anti-PD-1_monoclonal_antibody + anti-TGF-beta_monoclonal_antibody + fluoropyrimidine + orotate_phosphoribosyltransferase_inhibitor + platinum-based_antineoplastic_agent; DPD_inhibitor + anti-PD-1_monoclonal_antibody + anti-TGF-beta_monoclonal_antibody + fluoropyrimidine + platinum-based_antineoplastic_agent; orotate_phosphoribosyltransferase_inhibitor; DPD_inhibitor; anti-PD-1_monoclonal_antibody; taxane; anti-PD-L1_monoclonal_antibody + anti-TGF-beta_monoclonal_antibody; platinum-based_antineoplastic_agent; anti-TGF-beta_monoclonal_antibody	Atezolizumab + Gemcitabine + Nab-paclitaxel + RO7496353; Atezolizumab + RO7496353; Capecitabine + Nivolumab + Oxaliplatin + RO7496353 + Tegafur-gimeracil-oteracil potassium	DPD_inhibitor + anti-PD-1_monoclonal_antibody + anti-TGF-beta_monoclonal_antibody + fluoropyrimidine + platinum-based_antineoplastic_agent; anti-PD-1_monoclonal_antibody + anti-TGF-beta_monoclonal_antibody + antimetabolite + fluoropyrimidine + platinum-based_antineoplastic_agent; anti-PD-1_monoclonal_antibody + anti-TGF-beta_monoclonal_antibody + fluoropyrimidine + orotate_phosphoribosyltransferase_inhibitor + platinum-based_antineoplastic_agent; anti-PD-L1_monoclonal_antibody + anti-TGF-beta_monoclonal_antibody; anti-PD-L1_monoclonal_antibody + anti-TGF-beta_monoclonal_antibody + antimetabolite + taxane; gemcitabine	2022-502615-11-00  GO44010	A Phase Ib, Open-label, Multicenter Dose-expansion Study Evaluating the Safety, Pharmacokinetics, and Activity of RO7496353 in Combination With a Checkpoint Inhibitor With or Without Standard-of-care Chemotherapy in Patients With Locally Advanced or Metastatic Solid Tumors	Pancreatic Ductal Adenocarcinoma; Non-small Cell Lung Cancer; Gastric Cancer	Auckland; 2010 - Darlinghurst; 5042 - Bedford Park	https://clinicaltrials.gov/ct2/show/NCT05867121
